"CCLE_ID" "model_id" "model_name" "synonyms" "model_type" "growth_properties" "doi" "pmed" "model_treatment" "model_comments" "msi_status" "mutational_burden" "ploidy" "parent_id" "crispr_ko_data" "sample_id" "tissue" "tissue_status" "cancer_type" "cancer_type_detail" "cancer_type_ncit_id" "age_at_sampling" "sampling_day" "sampling_month" "sampling_year" "sample_treatment" "sample_treatment_details" "sample_site" "tnm_t" "tnm_n" "tnm_m" "tnm_integrated" "tumour_grade" "patient_id" "species" "gender" "ethnicity" "smoking_status" "model_relations_comment" "COSMIC_ID" "BROAD_ID" "RRID" "HCMI" "suppliers" "supplier" "cat_number"
"BICR16_UPPER_AERODIGESTIVE_TRACT" "SIDM01520" "BICR16" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 22.95 NA "" "True" "SIDS01245" "Head and Neck" "Tumour" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" NA NA NA NA "Unknown" "" "Tongue" NA NA NA NA NA "SIDP01136" "Homo Sapiens" "Male" "White" "Unknown" "NaN" "" "ACH-000503" "CVCL_2308" NA "ECACC:6031001" "ECACC" "6031001"
"BICR18_UPPER_AERODIGESTIVE_TRACT" "SIDM01519" "BICR18" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 504.05 NA "" "False" "SIDS01246" "Head and Neck" "Metastasis" "Head and Neck Carcinoma" "Laryngeal Squamous Cell Carcinoma" "C4044" NA NA NA NA "Unknown" "" "Lymph Node" NA NA NA NA NA "SIDP01137" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000992" "CVCL_2309" NA "ECACC:06051601" "ECACC" "06051601"
"BICR22_UPPER_AERODIGESTIVE_TRACT" "SIDM00485" "BICR22" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 31.87 1.897911915 "" "True" "SIDS00939" "Head and Neck" "Metastasis" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" NA NA NA NA "Unknown" "" "Lymph node" NA NA NA NA NA "SIDP00839" "Homo Sapiens" "Male" "White" "Unknown" "" "1240121" "ACH-000794" "CVCL_2310" NA "ECACC:04072106" "ECACC" "04072106"
"BICR31_UPPER_AERODIGESTIVE_TRACT" "SIDM00078" "BICR31" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 21.18 2.93595712 "" "True" "SIDS00804" "Head and Neck" "Tumour" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00717" "Homo Sapiens" "Male" "White" "Unknown" "" "1290725" "ACH-000228" "CVCL_2312" NA "ECACC:04072107" "ECACC" "04072107"
"BICR56_UPPER_AERODIGESTIVE_TRACT" "SIDM01518" "BICR56" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 27.89 NA "" "True" "SIDS01247" "Head and Neck" "Tumour" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" NA NA NA NA "Unknown" "" "Tongue" NA NA NA NA NA "SIDP01138" "Homo Sapiens" "Female" "White" "Unknown" "NaN" "" "ACH-000771" "CVCL_2313" NA "ECACC:6031002" "ECACC" "6031002"
"BICR6_UPPER_AERODIGESTIVE_TRACT" "SIDM01517" "BICR6" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 17.63 NA "" "True" "SIDS01248" "Head and Neck" "Unknown" "Head and Neck Carcinoma" "Hypopharyngeal Squamous Cell Carcinoma" "C4043" NA NA NA NA "Unknown" "" "Hypopharynx " NA NA NA NA NA "SIDP01139" "Homo Sapiens" "Male" "White" "Unknown" "NaN" "" "ACH-000415" "CVCL_2314" NA "ECACC:05070501" "ECACC" "05070501"
"BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00985" "BL-41" "IARC/BL41" "Cell Line" "Suspension" "" NA "" "" "MSS" 25.58 3.107607582 "" "False" "SIDS00460" "Haematopoietic and Lymphoid" "Tumour" "Burkitt's Lymphoma" "Burkitt's Lymphoma" "C2912" 8 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00397" "Homo Sapiens" "Male" "White" "Unknown" "" "910706" "ACH-000245" "CVCL_1087" NA "DSMZ:ACC-160" "DSMZ" "ACC-160"
"BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00074" "BL-70" "IARC/BL70" "Cell Line" "Unknown" "" NA "" "" "" 33.03 2.01324565 "" "True" "SIDS00748" "Haematopoietic and Lymphoid" "Unknown" "Burkitt's Lymphoma" "Burkitt's Lymphoma" "C2912" 16 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00671" "Homo Sapiens" "Male" "White" "Unknown" "" "910707" "ACH-000402" "CVCL_1088" NA "DSMZ:ACC233" "DSMZ" "ACC233"
"BT12_SOFT_TISSUE" "SIDM01514" "BT-12" "" "Cell Line" "Unknown" "" NA "Unknown" "" "" NA NA "" "True" "SIDS01251" "Soft Tissue" "Unknown" "Other Solid Cancers" "Atypical Teratoid/Rhabdoid Tumor" "C6906" 0.1 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01142" "Homo Sapiens" "Female" "Unknown" "Unknown" "NaN" "" "ACH-000160" "CVCL_M155" NA "" "" ""
"BT20_BREAST" "SIDM00893" "BT-20" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 40.84 2.445086326 "" "False" "SIDS00085" "Breast" "Tumour" "Breast Carcinoma" "Invasive Ductal Carcinoma Not Otherwise Specified" "C4194" 74 NA NA 1958 "Unknown" "" "Mammary gland" NA NA NA NA NA "SIDP00068" "Homo Sapiens" "Female" "White" "Unknown" "" "906801" "ACH-000536" "CVCL_0178" NA "ATCC:HTB-19" "ATCC" "HTB-19"
"BT474_BREAST" "SIDM00963" "BT-474" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 91.89 2.693256722 "" "False" "SIDS00463" "Breast" "Tumour" "Breast Carcinoma" "Invasive Ductal Carcinoma Not Otherwise Specified" "C4194" 60 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00400" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "946359" "ACH-000927" "CVCL_0179" NA "DSMZ:ACC-64" "DSMZ" "ACC-64"
"BT483_BREAST" "SIDM00892" "BT-483" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 46.45 3.840197164 "" "False" "SIDS00086" "Breast" "Tumour" "Breast Carcinoma" "Invasive Ductal Carcinoma Not Otherwise Specified" "C4194" 23 NA NA NA "Unknown" "" "Mammary gland" NA NA NA NA NA "SIDP00069" "Homo Sapiens" "Female" "White" "Unknown" "" "949093" "ACH-000818" "CVCL_2319" NA "ATCC:HTB-121" "ATCC" "HTB-121"
"BT549_BREAST" "SIDM00122" "BT-549" "BT-B" "Cell Line" "Adherent" "" NA "" "" "MSS" 29.53 2.966170305 "" "True" "SIDS00815" "Breast" "Tumour" "Breast Carcinoma" "Invasive Ductal Carcinoma Not Otherwise Specified" "C4194" 72 NA NA 1978 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00728" "Homo Sapiens" "Female" "White" "Unknown" "" "905951" "ACH-000288" "CVCL_1858" NA "NCI:BT-549" "NCI" "BT-549"
"BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00962" "BV-173" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 32.87 2.0048113 "" "False" "SIDS00464" "Haematopoietic and Lymphoid" "Tumour" "Chronic Myelogenous Leukemia" "Chronic Myelogenous Leukemia" "C3174" 45 NA NA 1980 "Unknown" "" "Peripheral Blood" NA NA NA NA NA "SIDP00401" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "910710" "ACH-000432" "CVCL_0181" NA "DSMZ:ACC-20" "DSMZ" "ACC-20"
"BXPC3_PANCREAS" "SIDM00132" "BxPC-3" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 25.47 2.457896684 "" "True" "SIDS00805" "Pancreas" "Tumour" "Pancreatic Carcinoma" "Pancreatic Ductal Adenocarcinoma" "C9120" 61 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00718" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "906693" "ACH-000535" "CVCL_0186" NA "ECACC:93120816" "ECACC" "93120816"
"C2BBE1_LARGE_INTESTINE" "SIDM01233" "C2BBe1" "Caco-2/BBe 1" "Cell Line" "Adherent" "" NA "" "" "MSS" 28.89 3.505671881 "SIDM00891" "True" "SIDS00087" "Large Intestine" "Tumour" "Colorectal Carcinoma" "Colon Adenocarcinoma" "C4349" 72 NA NA 1988 "Unknown" "" "Colon" NA NA NA NA NA "SIDP00070" "Homo Sapiens" "Male" "White" "Unknown" "The C2BBe1 (brush border expressing) cell line was cloned in 1988 from the Caco 2 cell line (ATCC)." "910700" "ACH-000009" "CVCL_1096" NA "ATCC:CRL-2102" "ATCC" "CRL-2102"
"C32_SKIN" "SIDM00890" "C32" "C32-mel;C32r" "Cell Line" "Adherent" "" NA "" "" "MSS" 42.29 2.011721293 "" "True" "SIDS00088" "Skin" "Tumour" "Melanoma" "Amelanotic Melanoma" "C3802" 53 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00071" "Homo Sapiens" "Male" "White" "Unknown" "" "906830" "ACH-000580" "CVCL_1097" NA "ATCC:CRL-1585" "ATCC" "CRL-1585"
"C8166_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00072" "C8166" "C8166-CD4" "Cell Line" "Unknown" "" NA "Transformed (HTLV-1)" "" "" 24.47 NA "" "True" "SIDS00750" "Haematopoietic and Lymphoid" "Normal" "Non-Cancerous" "Non-Cancerous" "C41168" NA NA NA NA "Unknown" "" "Blood" NA NA NA NA NA "SIDP00673" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "906829" "ACH-000206" "CVCL_1099" NA "ECACC:88051601" "ECACC" "88051601"
"CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM00907" "CA46" "" "Cell Line" "Suspension" "" NA "" "" "MSS" 30.42 4.013405939 "" "False" "SIDS00093" "Haematopoietic and Lymphoid" "Tumour" "Burkitt's Lymphoma" "Burkitt's Lymphoma" "C2912" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00075" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "910703" "ACH-000440" "CVCL_1101" NA "ATCC:CRL-1648" "ATCC" "CRL-1648"
"CACO2_LARGE_INTESTINE" "SIDM00891" "Caco-2" "Caco-2/ATCC" "Cell Line" "Adherent" "" NA "" "" "" NA NA "" "False" "SIDS00087" "Large Intestine" "Tumour" "Colorectal Carcinoma" "Colon Adenocarcinoma" "C4349" 72 NA NA 1988 "Unknown" "" "Colon" NA NA NA NA NA "SIDP00070" "Homo Sapiens" "Male" "White" "Unknown" "The C2BBe1 (brush border expressing) cell line was cloned in 1988 from the Caco 2 cell line (ATCC)." "1290729" "ACH-000003" "CVCL_0025" NA "ATCC:HTB-37" "ATCC" "HTB-37"
"CADOES1_BONE" "SIDM00961" "CADO-ES1" "ESCADO1" "Cell Line" "Adherent" "" NA "" "" "MSS" 28.97 2.061739639 "" "False" "SIDS00465" "Bone" "Metastasis" "Ewing's Sarcoma" "Ewing's Sarcoma" "C4817" 19 NA NA NA "Unknown" "" "Pleural Effusion" NA NA NA NA NA "SIDP00402" "Homo Sapiens" "Female" "East Asian" "Unknown" "" "753539" "ACH-000210" "CVCL_1103" NA "DSMZ:ACC-255" "DSMZ" "ACC-255"
"CAKI1_KIDNEY" "SIDM00941" "CAKI-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 33.37 3.231901659 "" "True" "SIDS00466" "Kidney" "Metastasis" "Kidney Carcinoma" "Clear Cell Renal Cell Carcinoma" "C4033" 49 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00403" "Homo Sapiens" "Male" "White" "Unknown" "" "905963" "ACH-000433" "CVCL_0234" NA "NCI:CAKI-1" "NCI" "CAKI-1"
"CAKI2_KIDNEY" "SIDM01546" "CAKI-2" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 21.34 NA "" "True" "SIDS01259" "Kidney" "Tumour" "Kidney Carcinoma" "Papillary Renal Cell Carcinoma" "C6975" 69 NA NA NA "Unknown" "" "Kidney" NA NA NA NA NA "SIDP01150" "Homo Sapiens" "Male" "White" "Unknown" "NaN" "" "ACH-000234" "CVCL_0235" NA "DSMZ:ACC 54" "DSMZ" "ACC 54"
"CAL120_BREAST" "SIDM00940" "CAL-120" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 23.45 3.197696217 "" "True" "SIDS00467" "Breast" "Metastasis" "Breast Carcinoma" "Breast Carcinoma" "C4872" 43 NA NA 1991 "Unknown" "" "Pleural Effusion" NA NA NA NA NA "SIDP00404" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "906826" "ACH-000212" "CVCL_1104" NA "DSMZ:ACC-459" "DSMZ" "ACC-459"
"CAL12T_LUNG" "SIDM00939" "CAL-12T" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 75.87 2.4042772 "" "True" "SIDS00468" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Non-Small Cell Lung Carcinoma" "C2926" NA NA NA 1981 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00405" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "753540" "ACH-000826" "CVCL_1105" NA "DSMZ:ACC-443" "DSMZ" "ACC-443"
"CAL148_BREAST" "SIDM00938" "CAL-148" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 63.61 2.065513107 "" "False" "SIDS00469" "Breast" "Metastasis" "Breast Carcinoma" "Breast Carcinoma" "C4872" 58 NA NA NA "Chemotherapy" "adriamycin and taxol" "Pleural Effusion" NA NA NA NA NA "SIDP00406" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "924106" "ACH-000902" "CVCL_1106" NA "DSMZ:ACC-460" "DSMZ" "ACC-460"
"CAL27_UPPER_AERODIGESTIVE_TRACT" "SIDM00937" "CAL-27" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 43.89 1.935470847 "" "True" "SIDS00470" "Head and Neck" "Tumour" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" 56 NA NA 1982 "None" "" "Tongue" NA NA NA NA NA "SIDP00407" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "910916" "ACH-000832" "CVCL_1107" NA "DSMZ:ACC-446" "DSMZ" "ACC-446"
"CAL29_URINARY_TRACT" "SIDM00936" "CAL-29" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 30.82 2.929286172 "" "True" "SIDS00471" "Bladder" "Tumour" "Bladder Carcinoma" "Bladder Carcinoma" "C4912" 80 NA NA NA "None" "" "Urinary Bladder" NA NA NA NA NA "SIDP00408" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "1290730" "ACH-000142" "CVCL_1808" NA "DSMZ:ACC-515" "DSMZ" "ACC-515"
"CAL33_UPPER_AERODIGESTIVE_TRACT" "SIDM00942" "CAL-33" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 33.61 2.088865963 "" "True" "SIDS00472" "Head and Neck" "Tumour" "Oral Cavity Carcinoma" "Tongue Squamous Cell Carcinoma" "C4648" 69 NA NA 1983 "None" "" "Tongue" NA NA NA NA NA "SIDP00409" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "753541" "ACH-000518" "CVCL_1108" NA "DSMZ:ACC-447" "DSMZ" "ACC-447"
"CAL51_BREAST" "SIDM00933" "CAL-51" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 71.55 1.988446209 "" "True" "SIDS00474" "Breast" "Metastasis" "Breast Carcinoma" "Breast Carcinoma" "C4872" 45 NA NA 1985 "Chemotherapy;Radiotherapy" "" "Pleural Effusion" NA NA NA NA NA "SIDP00411" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "910927" "ACH-000856" "CVCL_1110" NA "DSMZ:ACC-302" "DSMZ" "ACC-302"
"CAL54_KIDNEY" "SIDM00932" "CAL-54" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 24.42 2.345081379 "" "False" "SIDS00475" "Kidney" "Metastasis" "Kidney Carcinoma" "Renal Cell Carcinoma" "C9385" 75 NA NA 1987 "Unknown" "" "Pleural Effusion" NA NA NA NA NA "SIDP00412" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "910952" "ACH-000457" "CVCL_1111" NA "DSMZ:ACC-365" "DSMZ" "ACC-365"
"CAL62_THYROID" "SIDM00931" "CAL-62" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 25.97 2.526469338 "" "True" "SIDS00476" "Thyroid" "Tumour" "Thyroid Gland Carcinoma" "Anaplastic Thyroid Carcinoma" "C3878" 70 NA NA 1988 "Unknown" "" "Pleural Effusion" NA NA NA NA NA "SIDP00413" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "906828" "ACH-000174" "CVCL_1112" NA "DSMZ:ACC-448" "DSMZ" "ACC-448"
"CAL78_BONE" "SIDM00929" "CAL-78" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 36.68 3.424897378 "" "True" "SIDS00478" "Bone" "Tumour" "Chondrosarcoma" "Chondrosarcoma" "C2946" 76 NA NA 1989 "Unknown" "" "Thigh muscle" NA NA NA NA NA "SIDP00415" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "1290765" "ACH-000516" "CVCL_1809" NA "DSMZ:ACC-449" "DSMZ" "ACC-449"
"CAL851_BREAST" "SIDM00928" "CAL-85-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 33.55 2.675383331 "" "False" "SIDS00479" "Breast" "Tumour" "Breast Carcinoma" "Breast Carcinoma" "C4872" 35 NA NA 1990 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00416" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "910852" "ACH-000857" "CVCL_1114" NA "DSMZ:ACC-440" "DSMZ" "ACC-440"
"CALU1_LUNG" "SIDM01545" "Calu-1" "" "Cell Line" "Adherent" "" NA "Unknown" "" "" 27.63 NA "" "True" "SIDS01260" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Squamous Cell Lung Carcinoma" "C3493" 47 NA NA NA "Unknown" "" "Pleura" NA NA NA NA NA "SIDP01151" "Homo Sapiens" "Male" "White" "Unknown" "NaN" "" "ACH-000511" "CVCL_0608" NA "ATCC:HTB-54" "ATCC" "HTB-54"
"CALU3_LUNG" "SIDM00922" "Calu-3" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 26.66 2.861778616 "" "False" "SIDS00095" "Lung" "Metastasis" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 25 NA NA NA "Chemotherapy" "cytoxan, bleomycin and adriamycin" "Pleural effusion" NA NA NA NA NA "SIDP00077" "Homo Sapiens" "Male" "White" "Unknown" "" "687777" "ACH-000392" "CVCL_0609" NA "ATCC:HTB-55" "ATCC" "HTB-55"
"CALU6_LUNG" "SIDM00921" "Calu-6" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 29.66 2.556255696 "" "True" "SIDS00096" "Lung" "Tumour" "Non-Small Cell Lung Carcinoma" "Lung Adenocarcinoma" "C3512" 61 NA NA 1976 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00078" "Homo Sapiens" "Female" "White" "Unknown" "" "724859" "ACH-000264" "CVCL_0236" NA "ATCC:HTB-56" "ATCC" "HTB-56"
"CAMA1_BREAST" "SIDM00920" "CAMA-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 47.03 1.932833303 "" "True" "SIDS00097" "Breast" "Metastasis" "Breast Carcinoma" "Breast Adenocarcinoma" "C5214" 51 NA NA 1975 "Unknown" "" "Pleural Effusion" NA NA NA NA NA "SIDP00079" "Homo Sapiens" "Female" "White" "Unknown" "" "946382" "ACH-000783" "CVCL_1115" NA "ATCC:HTB-21" "ATCC" "HTB-21"
"CAOV3_OVARY" "SIDM00919" "Caov-3" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 35.24 3.159091631 "" "True" "SIDS00098" "Ovary" "Tumour" "Ovarian Carcinoma" "High Grade Ovarian Serous Adenocarcinoma" "C105555" 54 NA NA 1976 "Unknown" "" "Ovary" NA NA NA NA NA "SIDP00080" "Homo Sapiens" "Female" "White" "Unknown" "" "906825" "ACH-000713" "CVCL_0201" NA "ATCC:HTB-75" "ATCC" "HTB-75"
"CAOV4_OVARY" "SIDM00918" "Caov-4" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 22.05 4.639966845 "" "True" "SIDS00099" "Ovary" "Metastasis" "Ovarian Carcinoma" "High Grade Ovarian Serous Adenocarcinoma" "C105555" 45 NA NA NA "Unknown" "" "subserosa of fallopian tube" NA NA NA NA NA "SIDP00081" "Homo Sapiens" "Female" "White" "Unknown" "" "949090" "ACH-000103" "CVCL_0202" NA "ATCC:HTB-76" "ATCC" "HTB-76"
"CAPAN1_PANCREAS" "SIDM00934" "CAPAN-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 40.55 2.605256641 "" "True" "SIDS00480" "Pancreas" "Metastasis" "Pancreatic Carcinoma" "Pancreatic Ductal Adenocarcinoma" "C9120" 40 NA NA 1974 "Unknown" "" "Liver" NA NA NA NA NA "SIDP00417" "Homo Sapiens" "Male" "White" "Unknown" "" "753624" "ACH-000354" "CVCL_0237" NA "DSMZ:ACC-244" "DSMZ" "ACC-244"
"CAPAN2_PANCREAS" "SIDM00943" "CAPAN-2" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 21.53 3.216258012 "" "False" "SIDS00481" "Pancreas" "Tumour" "Pancreatic Carcinoma" "Pancreatic Ductal Adenocarcinoma" "C9120" 56 NA NA 1975 "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00418" "Homo Sapiens" "Male" "White" "Unknown" "" "910915" "ACH-000107" "CVCL_0026" NA "DSMZ:ACC-245" "DSMZ" "ACC-245"
"CAS1_CENTRAL_NERVOUS_SYSTEM" "SIDM00212" "CAS-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 31.68 3.699463954 "" "True" "SIDS00592" "Central Nervous System" "Tumour" "Glioblastoma" "Glioblastoma" "C3058" 63 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00524" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "910943" "ACH-000464" "CVCL_1117" NA "ICLC:HTL97009" "ICLC" "HTL97009"
"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM" "SIDM00131" "CCF-STTG1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 21.37 3.942855822 "" "True" "SIDS00806" "Central Nervous System" "Tumour" "Glioma" "Astrocytoma" "C60781" 68 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00719" "Homo Sapiens" "Female" "White" "Unknown" "" "906823" "ACH-000329" "CVCL_1118" NA "ECACC:90021502" "ECACC" "90021502"
"CCK81_LARGE_INTESTINE" "SIDM00487" "CCK-81" "" "Cell Line" "Adherent" "" NA "" "" "MSI" 305.82 3.7264229 "" "True" "SIDS00954" "Large Intestine" "Tumour" "Colorectal Carcinoma" "Colon Adenocarcinoma" "C4349" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00854" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "1240123" "ACH-000963" "CVCL_2873" NA "JCRB:JCRB0208" "JCRB" "JCRB0208"
"CFPAC1_PANCREAS" "SIDM00130" "CFPAC-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 20.55 3.202607903 "" "True" "SIDS00807" "Pancreas" "Metastasis" "Pancreatic Carcinoma" "Pancreatic Ductal Adenocarcinoma" "C9120" 26 NA NA NA "Unknown" "" "Liver" NA NA NA NA NA "SIDP00720" "Homo Sapiens" "Male" "White" "Unknown" "" "906821" "ACH-000138" "CVCL_1119" NA "ECACC:91112501" "ECACC" "91112501"
"CH157MN_CENTRAL_NERVOUS_SYSTEM" "SIDM01543" "CH-157MN" "" "Cell Line" "Unknown" "" NA "Unknown" "" "" NA NA "" "True" "SIDS01262" "Central Nervous System" "Unknown" "Other Solid Cancers" "Meningioma" "C3230" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01153" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000025" "CVCL_5723" NA "" "" ""
"CHAGOK1_LUNG" "SIDM00924" "ChaGo-K-1" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 76.05 2.13539469 "" "True" "SIDS00101" "Lung" "Tumour" "Other Solid Cancers" "Bronchogenic Carcinoma" "C35875" 45 NA NA NA "Unknown" "" "Bronchus" NA NA NA NA NA "SIDP00083" "Homo Sapiens" "Male" "Unknown" "Unknown" "" "687596" "ACH-000867" "CVCL_1121" NA "ATCC:HTB-168" "ATCC" "HTB-168"
"CHP126_AUTONOMIC_GANGLIA" "SIDM00286" "CHP-126" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 20.39 2.014258094 "" "False" "SIDS00653" "Peripheral Nervous System" "Tumour" "Neuroblastoma" "Neuroblastoma" "C3270" 1.17 NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP00582" "Homo Sapiens" "Female" "Unknown" "Unknown" "" "910567" "ACH-000136" "CVCL_1123" NA "RIKEN:RCB0486" "RIKEN" "RCB0486"
"CHP212_AUTONOMIC_GANGLIA" "SIDM00910" "CHP-212" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 21.24 1.9837102 "" "True" "SIDS00107" "Peripheral Nervous System" "Tumour" "Neuroblastoma" "Neuroblastoma" "C3270" NA NA NA NA "Unknown" "" "Brain" NA NA NA NA NA "SIDP00085" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "906820" "ACH-000120" "CVCL_1125" NA "ATCC:CRL-2273" "ATCC" "CRL-2273"
"CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE" "SIDM01531" "CI-1" "" "Cell Line" "Suspension" "" NA "Unknown" "" "" 1.95 NA "" "False" "SIDS01273" "Haematopoietic and Lymphoid" "Metastasis" "B-Cell Non-Hodgkin's Lymphoma" "B-Cell Non-Hodgkin's Lymphoma" "C3457" 38 NA NA 1981 "Unknown" "" "Ascites " NA NA NA NA NA "SIDP01162" "Homo Sapiens" "Female" "Unknown" "Unknown" "NaN" "" "ACH-000687" "CVCL_1861" NA "DSMZ:ACC 570" "DSMZ" "ACC 570"
"CJM_SKIN" "SIDM01512" "CJM" "" "Cell Line" "Unknown" "" NA "Unknown" "" "" NA NA "" "True" "SIDS01274" "Skin" "Unknown" "Melanoma" "Melanoma" "C3224" NA NA NA NA "Unknown" "" "Unknown" NA NA NA NA NA "SIDP01163" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "NaN" "" "ACH-000458" "CVCL_U797" NA "" "" ""
"CL11_LARGE_INTESTINE" "SIDM00944" "CL-11" "" "Cell Line" "Adherent" "" NA "" "" "MSS" 22.68 1.936489416 "" "True" "SIDS00482" "Large Intestine" "Tumour" "Colorectal Carcinoma" "Colon Adenocarcinoma" "C4349" NA NA NA NA "Unknown" "" "Colon" NA NA NA NA NA "SIDP00419" "Homo Sapiens" "Unknown" "Unknown" "Unknown" "" "1290769" "ACH-000249" "CVCL_1978" NA "DSMZ:ACC-467" "DSMZ" "ACC-467"
